NominalCode,Date,Narrative,Amount
530200 - Catering inc (visitors & staf),01/26/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),01/27/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),01/30/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),01/31/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),02/01/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),02/03/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),02/06/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),02/07/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),02/08/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),02/10/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),02/21/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),02/22/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),02/23/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),02/24/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),02/27/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),02/28/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),02/28/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),02/28/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),03/01/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),03/06/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),03/06/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),03/07/2024,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),03/08/2024,STAFF Dinner/Breakfast charges,-73.98
530200 - Catering inc (visitors & staf),03/08/2024,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),03/09/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),03/13/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),03/14/2024,STAFF Dinner/Breakfast charges,-176.2
530200 - Catering inc (visitors & staf),03/14/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),03/15/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),03/16/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),03/20/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),03/21/2024,STAFF Dinner/Breakfast charges,-147.96
530200 - Catering inc (visitors & staf),03/21/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),03/22/2024,STAFF Dinner/Breakfast charges,-69.05
530200 - Catering inc (visitors & staf),03/23/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),03/24/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),03/27/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),03/28/2024,STAFF Dinner/Breakfast charges,-61.51
530200 - Catering inc (visitors & staf),03/28/2024,STAFF Dinner/Breakfast charges,-35.87
530200 - Catering inc (visitors & staf),03/29/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),03/30/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),03/31/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),04/03/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),04/18/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),04/19/2024,STAFF Dinner/Breakfast charges,-93.7
530200 - Catering inc (visitors & staf),04/20/2024,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),04/21/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),04/24/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),04/26/2024,STAFF Dinner/Breakfast charges,-73.98
530200 - Catering inc (visitors & staf),04/27/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),04/28/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),05/03/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),05/05/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),05/09/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),05/10/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),05/11/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),05/12/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),05/15/2024,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),05/16/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),05/17/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),05/19/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),05/22/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),05/23/2024,STAFF Dinner/Breakfast charges,-59.18
530200 - Catering inc (visitors & staf),05/23/2024,STAFF Dinner/Breakfast charges,-8.97
530200 - Catering inc (visitors & staf),05/24/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),05/25/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),05/26/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),05/30/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),06/06/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),06/07/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),06/08/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),06/09/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),06/12/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),06/13/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),06/14/2024,STAFF Dinner/Breakfast charges,-55.15
530200 - Catering inc (visitors & staf),06/16/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),06/19/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),06/20/2024,STAFF Dinner/Breakfast charges,-69.05
530200 - Catering inc (visitors & staf),06/21/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),06/22/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),06/23/2024,STAFF Dinner/Breakfast charges,-4.93
530200 - Catering inc (visitors & staf),06/26/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),06/27/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),06/28/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),06/29/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),06/30/2024,STAFF Dinner/Breakfast charges,-78.91
530200 - Catering inc (visitors & staf),07/03/2024,STAFF Dinner/Breakfast charges,-39.45
530200 - Catering inc (visitors & staf),07/05/2024,STAFF Dinner/Breakfast charges,-54.25
530200 - Catering inc (visitors & staf),07/07/2024,STAFF Dinner/Breakfast charges,-29.59
530200 - Catering inc (visitors & staf),07/11/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),07/12/2024,STAFF Dinner/Breakfast charges,-44.39
530200 - Catering inc (visitors & staf),07/13/2024,STAFF Dinner/Breakfast charges,-19.73
530200 - Catering inc (visitors & staf),07/14/2024,STAFF Dinner/Breakfast charges,-24.66
530200 - Catering inc (visitors & staf),07/17/2024,STAFF Dinner/Breakfast charges,-9.86
530200 - Catering inc (visitors & staf),07/18/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),07/19/2024,STAFF Dinner/Breakfast charges,-49.32
530200 - Catering inc (visitors & staf),07/20/2024,STAFF Dinner/Breakfast charges,-34.52
530200 - Catering inc (visitors & staf),07/21/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),07/24/2024,STAFF Dinner/Breakfast charges,-14.8
530200 - Catering inc (visitors & staf),07/25/2024,STAFF Dinner/Breakfast charges,-29.14
675500 - Recruitment - teachers,09/01/2023,Placement of Teacher,17256
675700 - Other IndEmp Expense - teachers,10/07/2023,Staff Wellbeing,782.57
675700 - Other IndEmp Expense - teachers,11/18/2023,Staff Wellbeing,135.86
675700 - Other IndEmp Expense - teachers,12/02/2023,Staff Wellbeing,304.33
675700 - Other IndEmp Expense - teachers,12/10/2023,Staff Wellbeing,3586.79
675700 - Other IndEmp Expense - teachers,01/20/2024,Staff Wellbeing,456.5
675700 - Other IndEmp Expense - teachers,03/13/2024,Staff Wellbeing,163.04
675700 - Other IndEmp Expense - teachers,06/21/2024,Staff Wellbeing,652.14
675700 - Other IndEmp Expense - teachers,06/22/2024,Staff Wellbeing,489.11
675700 - Other IndEmp Expense - teachers,06/22/2024,Staff Wellbeing,489.11
675700 - Other IndEmp Expense - teachers,06/22/2024,Staff Wellbeing,1141.25
675700 - Other IndEmp Expense - teachers,07/07/2024,Staff Wellbeing,135.86
675700 - Other IndEmp Expense - teachers,03/10/2024,Staff Wellbeing,660.62
675700 - Other IndEmp Expense - teachers,07/19/2024,Staff Wellbeing,3912.87
675700 - Other IndEmp Expense - teachers,07/21/2024,Staff Wellbeing,271.73
675700 - Other IndEmp Expense - teachers,08/31/2024,Staff Wellbeing,652.14
830151 - Swimming,09/16/2023,Swimming Course ,2000
830151 - Swimming,03/16/2024,Swimming Course ,2000
830151 - Swimming,09/16/2023,Swimming Course ,2000
830151 - Swimming,02/20/2024,Swimming Course ,2000
530580 - Parental income from wraparound provision,09/01/2023,After School Club,-538.02
530580 - Parental income from wraparound provision,09/01/2023,After School Club,-193.69
530580 - Parental income from wraparound provision,09/01/2023,After School Club,-153.34
530580 - Parental income from wraparound provision,09/01/2023,After School Club,-87.88
530580 - Parental income from wraparound provision,09/02/2023,After School Club,-152.44
530580 - Parental income from wraparound provision,09/02/2023,After School Club,-129.12
530580 - Parental income from wraparound provision,09/05/2023,After School Club,-672.52
530580 - Parental income from wraparound provision,09/05/2023,After School Club,-672.52
530580 - Parental income from wraparound provision,09/05/2023,After School Club,-338.95
530580 - Parental income from wraparound provision,09/05/2023,After School Club,-338.95
530580 - Parental income from wraparound provision,09/05/2023,After School Club,-322.81
530580 - Parental income from wraparound provision,09/06/2023,After School Club,-484.22
530580 - Parental income from wraparound provision,09/06/2023,After School Club,-437.59
530580 - Parental income from wraparound provision,09/06/2023,After School Club,-435.8
530580 - Parental income from wraparound provision,09/06/2023,After School Club,-322.81
530580 - Parental income from wraparound provision,09/06/2023,After School Club,-258.25
530580 - Parental income from wraparound provision,09/07/2023,After School Club,-322.81
530580 - Parental income from wraparound provision,09/07/2023,After School Club,-156.92
530580 - Parental income from wraparound provision,09/07/2023,After School Club,-81.24
530580 - Parental income from wraparound provision,09/07/2023,After School Club,-16.14
530580 - Parental income from wraparound provision,09/08/2023,After School Club,-86.08
530580 - Parental income from wraparound provision,09/08/2023,After School Club,-80.7
530580 - Parental income from wraparound provision,09/08/2023,After School Club,-80.7
530580 - Parental income from wraparound provision,09/09/2023,After School Club,-64.56
530580 - Parental income from wraparound provision,09/09/2023,After School Club,-64.56
530580 - Parental income from wraparound provision,09/12/2023,After School Club,-145.27
530580 - Parental income from wraparound provision,09/12/2023,After School Club,-129.12
530580 - Parental income from wraparound provision,09/12/2023,After School Club,-129.12
530580 - Parental income from wraparound provision,09/13/2023,After School Club,-3443.32
530580 - Parental income from wraparound provision,09/13/2023,After School Club,-1520.32
530580 - Parental income from wraparound provision,09/13/2023,After School Club,-340.75
530580 - Parental income from wraparound provision,09/13/2023,After School Club,-251.08
530580 - Parental income from wraparound provision,09/15/2023,After School Club,-269.01
530580 - Parental income from wraparound provision,09/15/2023,After School Club,-243.9
530580 - Parental income from wraparound provision,09/15/2023,After School Club,-107.6
530580 - Parental income from wraparound provision,09/15/2023,After School Club,-107.6
530580 - Parental income from wraparound provision,09/16/2023,After School Club,-263.63
530580 - Parental income from wraparound provision,09/16/2023,After School Club,-100.43
530580 - Parental income from wraparound provision,09/20/2023,After School Club,-145.27
530580 - Parental income from wraparound provision,09/20/2023,After School Club,-96.84
530580 - Parental income from wraparound provision,09/20/2023,After School Club,-96.84
530580 - Parental income from wraparound provision,09/20/2023,After School Club,-64.56
530580 - Parental income from wraparound provision,09/20/2023,After School Club,-32.28
530580 - Parental income from wraparound provision,09/21/2023,After School Club,-2137.73
530580 - Parental income from wraparound provision,09/21/2023,After School Club,-1336.08
530580 - Parental income from wraparound provision,09/22/2023,After School Club,-116.21
530580 - Parental income from wraparound provision,09/22/2023,After School Club,-68.15
530580 - Parental income from wraparound provision,09/22/2023,After School Club,-68.15
530580 - Parental income from wraparound provision,09/23/2023,After School Club,-358.68
530580 - Parental income from wraparound provision,09/23/2023,After School Club,-322.81
530580 - Parental income from wraparound provision,09/23/2023,After School Club,-112.98
530580 - Parental income from wraparound provision,09/26/2023,After School Club,-145.27
530580 - Parental income from wraparound provision,09/26/2023,After School Club,-64.56
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-1954.8
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-722.74
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-179.34
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-167.27
530580 - Parental income from wraparound provision,09/27/2023,After School Club,-125.54
530580 - Parental income from wraparound provision,09/28/2023,After School Club,-193.69
530580 - Parental income from wraparound provision,09/28/2023,After School Club,-129.12
